四川联通,#genre#
CCTV8,http://221.2.148.205:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://42.238.235.104:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227425/index.m3u8
CCTV10,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227375/index.m3u8
CCTV11,http://hlsliveali-cdn.ysp.cctv.cn/11C82B02E5E24584ED1044E9D33936CCAA7A5E4207F19F3F12FA3489951E74E741161A9DBF82628ECF2E1EDA47C1F03A8099AB4313F3D77CA244756B113FB35303ECC263E5AC73D8774EAEFED2BD221A73CC74792CDBD2908D6586326E93EE2E9C6277BE8DD15D621FAF894D12785F2D35E732D7556DEA1B6A80060397D25DEAEB573EE5EC10E56157E5309CA4DAA28A049CB42577628C8057EA06ACAD12143E/2024078802.m3u8?from=player&svrtime=1739625001&pid=600001806&cdn=5506&revoi=B5D19230C0BD4EF28F365E75134566210A4678A446D415DB9241A9A4AFE20AB2&cost=low&cdn_strategy=0
CCTV11,http://183.66.15.146:60901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227377/index.m3u8
CCTV13, http://hlsliveali-cdn.ysp.cctv.cn/35B3820E852EB2B62DDD0C773DF94634D3B9EADE2B8AB372399968BAF931C59517C16ADC5C35A7E51F836E7FF154F42F60B819FCCB7C9DEFCBC09B9EC87368EBB334D8DAC055855F5B3AD1D6BD96F46E1D20E93CA4BA466DCA75816230D3F233F7BB7F4633458B7061D9749763DA7B2514070126B570811784D85283AEF3B7A31A0C2EEBAF8D8B9142509291DDC071961058CCE5E485B38C4EB7F33F89598B5A/2024079003.m3u8?from=player&svrtime=1739625138&pid=600001811&cdn=5506&revoi=AFCC86D9E22A792CC3E031A7BB15859895D04B3FE90AC71AF3EA81330985EA09&cost=low&cdn_strategy=0
CCTV14,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227379/index.m3u8
CCTV15,http://hlsliveali-cdn.ysp.cctv.cn/A4598B60BC7FE2D8E446934C44A16EDB852D11675E8874CD01C5FF7D5C997B84653FC6A147440EBA02413626590F9032ECEB96C9EC01BDE22C4EA8A23A86E4FBCA2674F1A6D9A4F7A55F4DF66459A664510EAAD12060ADCF209880CEB801BF315D164AC11C5005B5FC29C9474C1A54A239F3FDA8330A34FC3F1BF207149E3DA9F57E1D678142550DA560013EBFFCB1F78FAB5BE2F96175A903A242AFA446D729/2024079202.m3u8?from=player&svrtime=1739625369&pid=600001815&cdn=5506&revoi=97FDF6E64A4066C225B2397EC41B13B97356C14DE29123E524FB8139D0B46C46&cost=low&cdn_strategy=0
CCTV16,http://hlsliveali-cdn.ysp.cctv.cn/6E048F2EA619DD9BF9979B26E87935D0F34FFDA3D2D664CF8EEC43A15E2A7FC55389EB3E32E214EE3CA635D51E5D5FB8F1AEAEDAFFDF7016008630C5DA0887D9E7A3708AFB02450C2B3B17DA77D4334A2B09FDD8E64725F3DA5812263D141B6345B7DD36A0FC09FA3DBE7B16D1D07383930293121088523CB2E6B487600AC20FFC3583F9746AD9C0E443F80811C1E30857FD35F916EB06500DCECDB145A172FA/2024079302.m3u8?from=player&svrtime=1739625420&pid=600098637&cdn=5506&revoi=87F467E33E2819F901F112602B88915B03F8EEE3C9C036C9EDC2D8486A2AA741&cost=low&cdn_strategy=0
CCTV17,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227577/index.m3u8
CCTV4K,http://hlsliveali-cdn.ysp.cctv.cn/7A89818914FA770DD5524BC58AA07B38828DDD52CD7B86881A140EF6FAB4A5E7D2E73633EE2C87CF03B9452F676D5239C7FF7D341E21B683A9C8D96BAE45DDFDBEC64FA2C8EC7AF3ABDF86495EACC0B2949D10E613E839AA2C0EA8362B636AA67CE0F0755C7FDB88962DA9B2075D79B7CC2C4A0BC8D33076A4DA6875B1DEA404E3CF906B4255E02D71185119063CCAB3E60782BE345F37AC7307F56EC2870885/2024081302.m3u8?from=player&svrtime=1739625506&pid=600002264&cdn=5506&revoi=BB03587850D6C1668B673BF06459EF1198C156D4F6AF59D98439E5B3BAA8F748&cost=low&cdn_strategy=0
CCTV8K,http://hlsliveali-cdn.ysp.cctv.cn/1512B03E152620C87086027C5C486B5AFB09C05F92D01EEDDDEA8EB8A58EE4590BD70C97781F1A57E8C01A90F0B43BCEA1C3DEFE9B42A24387E18332F5C14BC948FBE2CE41A82A6B1A763736649A8CABCE77D5942182563AB30F11B01D4324FF4325646D5983D4EB6838E821B810A7BADC3341622F129301BFD69E72440315AE302AE3368C17638D74E95455E2F5F6A0FB2141AE0E980B2438BB08D22DC6F28B/2020603465.m3u8?from=player&svrtime=1739625547&pid=600156816&cdn=5506&revoi=D0933AA75E67F4FC1095398B0F9C490021C6478BB97BF23D794C16BD8BBA82BC&cost=low&cdn_strategy=0
CCTV-第一剧场,http://hlsliveali-cdn.ysp.cctv.cn/CBC0C839B7EB1842462B92BF99FC9FD8E8D6B3D6547174FFB5E16F3CC0ADA2DDDC659C8E218725952A6BE0B212DBD3ECD1B4D3A092ABBE075BB1B25BC07AF647FF2BF87E2B6E3DF11BDA202E7F3A6D8C480AA99E23788FD21963C7B50BD37B5A3270DE068A1C707AC27D1628FE65FC30E80AA084D33F02EB6EB7198B13E0F1DDF09FE585D781A39EE5AC15301631BE25EC83EF381094D4409DA50797533084EC/2024171801.m3u8?from=player&svrtime=1739625623&pid=600099655&cdn=5506&revoi=C6DFEEBBDF1292C56D3C0BAAD68478A8C322532A9A42B648CA82EDE18A79FD6F&cost=low&cdn_strategy=0
CCTV-风云剧场,http://hlsliveali-cdn.ysp.cctv.cn/2B5B71295B3265C4824ED3061A9E47BFE0237C6C85DCD1D6F99192D13113187B469FD7BD5123350CA0C6E5F7EDDC1AF1214AD6CB4CAD711DBB91AF9A267CD45F527FED328ED0925F80C6558F8348D65B6CCF4A7300AB1A76EDF375BD0DA0D7065CEAE656F49AF22AEED9DA685BDE6C16425665A7712B87E5F47377C92EBFBCBEDDC366775B9561302CEAA0CAEDB1E14006DD7B69797F9A7DCCF53FFA692791E2/2025637101.m3u8?from=player&svrtime=1739625829&pid=600099658&cdn=5506&revoi=A74FF1FB584B6E95E2695A2EDF5D7C6F64DA62971DE06584F524840BB0F6582A&cost=low&cdn_strategy=0
CCTV-怀旧剧场,http://hlsliveali-cdn.ysp.cctv.cn/D1CACCDA9FF9C0188AF8EECE12AD2BA001145438CA55B8FA2985FB906F0F96A678F78B71A9D3AB286C167BF8C67CF0A45D3EA1A4B778B9BDE7FF625A601FBC7B87EA95142CFCAE3329DAF8F6EB80CFC23153B0616474B1014AB55F19CF1F0592D4B322F22A901A4B3CA1A4BAA5DF346772EF3FF55A8AA3F03D3E009332F03B0B32D70792454645D1530ABA8C402B182A1D3A59F387CD5E93474AC7CAB1C6009C/2024171901.m3u8?from=player&svrtime=1739625705&pid=600099620&cdn=5506&revoi=78AD66AC7CF8CCCC97C3BD9A712C63C0EA247C32B5767A5F8664F4A4B752D65F&cost=low&cdn_strategy=0
河南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227923/index.m3u8
天津卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227343/index.m3u8
辽宁卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227345/index.m3u8
黑龙江卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227347/index.m3u8
浙江卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227351/index.m3u8
东南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227353/index.m3u8
江西卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227355/index.m3u8
贵州卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227357/index.m3u8
重庆卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227359/index.m3u8
广东卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227361/index.m3u8
安徽卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227363/index.m3u8
山东卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227365/index.m3u8
湖北卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227367/index.m3u8
湖南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227369/index.m3u8
金鹰纪实,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227371/index.m3u8
北京卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227397/index.m3u8
河北卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227399/index.m3u8
东方卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227401/index.m3u8
sctv2,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227415/index.m3u8
sctv3,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227413/index.m3u8
sctv4,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227411/index.m3u8
sctv5,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227409/index.m3u8
sctv6,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227407/index.m3u8
sctv7,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227405/index.m3u8
sctv9,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227403/index.m3u8
四川卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227417/index.m3u8
深圳卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227419/index.m3u8
江苏卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227421/index.m3u8
熊猫体娱,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227519/index.m3u8
cdtv1,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227495/index.m3u8
cdtv5,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227587/index.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江娱乐,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
鄂尔多斯新闻综合,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800


🪁动画频道,#genre#
金鹰卡通,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-5.m3u8
金鹰卡通,http://110.53.52.63:8888/newlive/live/hls/49/live.m3u8
金鹰卡通,http://58.19.43.46:9901/tsfile/live/1000_1.m3u8
金鹰卡通,http://121.33.239.242:9901/tsfile/live/38727_1.m3u8
金鹰卡通,http://1b6467f415.iok.la:9931/tsfile/live/1055_1.m3u8
金鹰卡通,http://61.138.128.226:19901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
24H国漫热播,https://lunbo.freetv.top/yy/1353937086
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://qiniup-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
七龙珠,http://182.40.120.195/test-txdwk.flv.huya.com/src/1524418081-1524418081-6547325803326078976-3048959618-10057-A-0-1.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
猫和老鼠,http://182.40.120.180/test-txdwk.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8
蜡笔小新,http://182.40.120.230/test-txdwk.flv.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.m3u8

🌊港·澳·台,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台-1,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
翡翠台-2,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台-3,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
翡翠台-4,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
翡翠台-5,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文-1,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
凤凰中文,http://211.75.171.121:8577/http/61.67.128.137:8078/hls/21/80/phoenixch.m3u8
凤凰中文,http://ttkx.cc:1380/公开源/fh.php?id=fhzw
凤凰资讯,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,http://211.75.171.121:8576/http/61.67.128.137:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲-1,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
Viutv,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
ChannelV,http://103.112.191.9:880/LAOSAT1070.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8

🎬电影频道,#genre#
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8
CHC家庭影院-1,http://113.195.172.192:808/hls/113/index.m3u8
CHC家庭影院-2,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC动作电影,http://110.53.52.63:8888/newlive/live/hls/53/live.m3u8
CHC动作电影-1,http://182.40.120.191/test-txdwk.flv.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.m3u8
CHC动作电影-2,http://113.195.172.192:808/hls/114/index.m3u8
黑莓电影,http://www.terrykang.xyz:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
黑莓电影-1,http://itv.nctv.top:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
经典电影,http://58.19.43.46:9901/tsfile/live/1012_1.m3u8

联通无音,#genre#
CCTV-1高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227479/index.m3u8
CCTV-3高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227435/index.m3u8
CCTV-5高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227491/index.m3u8
CCTV-5+高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227493/index.m3u8
CCTV-6高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227431/index.m3u8
CCTV-7高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227429/index.m3u8
CCTV-8高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227427/index.m3u8
CCTV-11高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227922/index.m3u8
CCTV-13高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227926/index.m3u8
吉林卫视高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227935/index.m3u8
甘肃卫视高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227937/index.m3u

📺央视频道,#genre#
CCTV-1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV-1-1,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV-1-2,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8
CCTV-1-4,http://www.terrykang.xyz:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV-1-5,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8
CCTV-1-6,http://newtv.fun:35455/gaoma/cctv1.m3u8
CCTV-3,http://183.255.10.90:6610/200000001898/460000089800010212/1.m3u8?IASHttpSessionId=OTT
CCTV-3-1,http://112.46.85.60:8009/hls/3/index.m3u8
CCTV-3-2,http://110.53.52.63:8888/newlive/live/hls/4/live.m3u8
CCTV-3-5,http://www.terrykang.xyz:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV-3-6,http://lt.hxtre.com:35455/gaoma/cctv3.m3u8
CCTV-3-9,http://117.144.58.42:35455/gaoma/cctv3.m3u8
CCTV-5,http://112.46.85.60:8009/hls/503/index.m3u8
CCTV-5-1,http://110.53.52.63:8888/newlive/live/hls/6/live.m3u8
CCTV-5-2,http://123.182.60.29:9002/hls/7/index.m3u8
CCTV-5-3,http://58.17.48.228:808/hls/5/index.m3u8
CCTV-5-4,http://dsm.huarunguoji.top:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV-5-5,http://www.terrykang.xyz:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV-5-6,http://lt.hxtre.com:35455/gaoma/cctv5.m3u8
CCTV-5-9,http://117.144.58.42:35455/gaoma/cctv5.m3u8
CCTV-5+,http://110.53.52.63:8888/newlive/live/hls/7/live.m3u8
CCTV-5+-1,http://123.182.60.29:9002/hls/17/index.m3u8
CCTV-5+-2,http://dsm.huarunguoji.top:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV-5+-3,http://www.terrykang.xyz:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV-5+-4,http://lt.hxtre.com:35455/gaoma/cctv5p.m3u8
CCTV-5+-5,http://newtv.fun:35455/gaoma/cctv5p.m3u8
CCTV-5+-6,http://2000.run:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV-5+-7,http://gf.you123.fun:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV-5+-8,http://117.144.58.42:35455/gaoma/cctv5p.m3u8
CCTV-6,http://110.53.52.63:8888/newlive/live/hls/8/live.m3u8
CCTV-6-1,http://123.182.60.29:9002/hls/6/index.m3u8
CCTV-6-2,http://58.17.48.228:808/hls/6/index.m3u8
CCTV-6-3,http://www.terrykang.xyz:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV-6-7,http://117.144.58.42:35455/gaoma/cctv6.m3u8
CCTV-6-8,http://www.freetv.top/migu/624878396.m3u8?migutoken=3adcad950884d4ecc6c6967edee9c162189a1e09480eb5c29b369864aeedaed43c3f951d7eb6c32d86baac49792aacb3264b8f074e746477064fd7b1f172f00a9d84373825617d4366e8c54f0c
CCTV-6-9,http://1.itv.nctv.top:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV-7,http://112.46.85.60:8009/hls/504/index.m3u8
CCTV-7-1,http://110.53.52.63:8888/newlive/live/hls/9/live.m3u8
CCTV-7-2,http://123.182.60.29:9002/hls/9/index.m3u8
CCTV-7-3,http://dsm.huarunguoji.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV-7-4,http://www.terrykang.xyz:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV-7-5,http://lt.hxtre.com:35455/gaoma/cctv7.m3u8
CCTV-7-6,http://newtv.fun:35455/gaoma/cctv7.m3u8
CCTV-7-8,http://117.144.58.42:35455/gaoma/cctv7.m3u8
CCTV-7-9,http://www.freetv.top/migu/673168121.m3u8?migutoken=bea4d574a7f96c7e95fb2000e191d57743cfdadfa9a4819385a46bf2bf269d9cf13b9bcc1494158b5bc16ce7d6751825800030253b91daf31a298122a2511f45821009cbeca64d12349bc0227d
CCTV-8,http://112.46.85.60:8009/hls/8/index.m3u8
CCTV-8-1,http://110.53.52.63:8888/newlive/live/hls/10/live.m3u8
CCTV-8-2,http://123.182.60.29:9002/hls/8/index.m3u8
CCTV-8-3,http://58.17.48.228:808/hls/8/index.m3u8
CCTV-8-4,http://dsm.huarunguoji.top:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV-8-5,http://www.terrykang.xyz:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV-8-6,http://lt.hxtre.com:35455/gaoma/cctv8k_36m.m3u8
CCTV-8-7,http://newtv.fun:35455/gaoma/cctv8k_36m.m3u8
CCTV-8-8,http://2000.run:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV-8-9,http://117.144.58.42:35455/gaoma/cctv8k_36m.m3u8
CCTV-11,http://110.53.52.63:8888/newlive/live/hls/13/live.m3u8
CCTV-11-1,http://dsm.huarunguoji.top:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV-11-2,http://www.terrykang.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
